,tweet_id,tweetText,polarity_value,polarity_type,topic,set
1351,ID:151358860597276673,La nueva delegada del Gobierno en Andalucía prioriza Guadalquivir y empleo http://t.co/KyXawBym,P,AGREEMENT,política,train
1352,ID:151360378318749696,PP y PSOE destacan que el Rey estuvo a la altura de las circunstanciasmhttp://mun.do/tcMBYE via @elmundoes,P,AGREEMENT,política,train
1353,ID:151362155013349377,"Un juez denuncia ""hacinamiento"" en un centro para 'sin papeles' http://t.co/Cr93fhcV",N,AGREEMENT,política,train
1354,ID:151363672965521408,10 (+2) esenciales del jazz en 2011 http://t.co/RhAXPKqD vía @el_pais,P,AGREEMENT,música,train
1355,ID:151364172108660737,"""Me usan y me tiran a la basura"" http://t.co/jDOwiy1n",N,AGREEMENT,otros,train
1356,ID:151364269454262274,La primera (y llamativa) caída de producción eólica http://t.co/VMKD3egF,N,AGREEMENT,otros,train
1358,ID:151364752701009920,Como Miles con zapatos nuevos http://t.co/3mykwcKz,P,AGREEMENT,otros,train
1359,ID:151365636411498496,Un cibermundo muy social http://t.co/e00gttbl,P,AGREEMENT,tecnología,train
1361,ID:151378105397817344,"No puedo fumar, ni comer carne, no puedo tirar cohetes. No puedo beber más de la cuenta, ni hacer ruido, ni tuitear a lo loco#navidadeslight",N,AGREEMENT,otros,train
1362,ID:151378281772490753,"Intentemos disfrutar, al margen de todo esto.",P,DISAGREEMENT,otros,train
1363,ID:151385367315103744,Fomento ha reducido en 2011 a la cuarta parte la inversión que realizó en 2008. En 2012 será la cenicienta del nuevo gobierno.,N,AGREEMENT,política,train
1365,ID:151393487554752512,RT “@mtserranosaiz: No hay palabras q hagan justicia sobre la pasión d Ricardo Lizárraga x su trabajo y x su gente. @carlos__alsina @Mmary70,P,AGREEMENT,otros,train
1366,ID:151394168835551232,Ya empezamos. El nuevo ministro de Economía llama crecimiento negativo a la recesión #transparenciaPP,N,AGREEMENT,política,train
1369,ID:151436475764973569,Mi regalo de Papa Noel.. Para l@s que me quieren y para l@s que no.. Pongan en youtube Leo Masliah (cont) http://t.co/lxC1t7bI,P,AGREEMENT,tecnología,train
1370,ID:151447668013543424,"Niños y niñas, ahora SI podéis mirar Tenéis que hacer caso de las indicaciones del tío Santiago je je je http://t.co/gdtgUPWr",P,AGREEMENT,otros,train
1371,ID:151460559269793792,"Busquen ""Nadie respeta la cultura de un país que lidera las descargas ilegales""en (cont) http://t.co/VXVhIZnC",N,AGREEMENT,tecnología,train
1372,ID:151534268831633408,Buenos días!!,P,AGREEMENT,otros,train
1373,ID:151548822781300736,"Recortar 16.500m d euros el déficit d Gobierno Central como dijo Rajoy, es compatible con los 30.000m el conjunto d administraciones. Como?",N,AGREEMENT,política,train
1374,ID:151554290777989121,Es tildar a la violencia machista de violencia en el ámbito familiar y a la recesión2012 de desaceleración llamar al pan pan y al vino vino?,N,AGREEMENT,política,train
1375,ID:151555227064074240,"Saludosss “@Albertoln: Saludos a @JAMonago, que le he estado persiguiendo y haciéndole fotos por todo IFEBA, en la feria de la infancia...",P,AGREEMENT,otros,train
1378,ID:151596800120336384,"Quién lo hubiera dicho! Ana Botella, nueva alcaldesa de Madrid con los votos del Partido Popular http://t.co/75AwLCY3 vía @elmundoes",P,DISAGREEMENT,política,train
1380,ID:151617935524372480,"Corrillo de ministros: Morenés, Cañete, Gallardón y Montoro. Animada charla en la bancada azul.",P,AGREEMENT,política,train
1382,ID:151626423143104512,"Interviene el Rey ""reconocimiento a la memoria, diginidad y valentía de las víctimas"" #Congreso",P,DISAGREEMENT,política,train
1383,ID:151628115561549824,"Termina intervención del Rey con otro cerrado aplauso,más breve y de nuevo un espontáneo Viva el Rey que no ha levantado pasiones.#Congreso",P,AGREEMENT,otros,train
1384,ID:151629674806640640,De modo q @pepegrinan entra a presidir la Junta de Andalucia tras la marcha de Chaves y todos calladitos...y ahora a freír a Ana Botella...,N,AGREEMENT,política,train
1386,ID:151631192993710080,Por cierto no dije que jessica se aprovechara de mi lean bien....dije que veremos quien se aprovecha de quien en el futuro,N,AGREEMENT,otros,train
1387,ID:151631761812635648,Llega la alcaldesa Botella al Congreso para la recepción posterior de la solemne jornada del #congreso,P,AGREEMENT,política,train
1388,ID:151633418365583360,"2 minutos de aplausos al rey. @cayo_Lara no aplaudió @jerkoreka poco R. Díez menos y @agarzon los vio como ""una farsa"" https://t.co/J33E1Mxr",N,AGREEMENT,política,train
1389,ID:151634919297261568,Gracias por los r. REgalitos. Un besazo Monika. http://t.co/fw48D4Qx,P,AGREEMENT,otros,train
1390,ID:151635811127934976,Abierta la décima legislatura de las Cortes españolas a cargo del Rey. Llamamiento a la honradez de sus señorías y al trabajo común,P,AGREEMENT,política,train
1391,ID:151637618721951744,"Conozco tu ciudad San luis, una maravilla de gente. Un abrazote hermano. RT @PonxoSanchez: (cont) http://t.co/AE1XKUoi",P,AGREEMENT,otros,train
1392,ID:151640456244101120,"Por lo que dice y quien lo hace,importante. Europa del futuro Jean-Claude Trichet Project Syndicate http://t.co/2tqmE07y vía @ProSyn #oped",P,AGREEMENT,política,train
1393,ID:151646232723468288,"""@missauthonomy: Acabo de terminar ""que la muerte te acompañe"". Sublime se le queda corto, una maravilla."" Vaya, siempre quedándome corto.",P,AGREEMENT,literatura,train
1396,ID:151663922523553795,De Guindos cifra en 4.000 millones el ajuste que aprobará este viernes el Consejo de Ministros / vía ElMundo.es,P,AGREEMENT,economía,train
1398,ID:151690662457262080,Angel Leon. Arroz con plancton. Hidromiel. Puerto de Santa Maria. No he comido nada igual #sibarisforever http://t.co/dMWcBNmQ,P,AGREEMENT,otros,train
1400,ID:151700511073112064,Muy orgulloso de formar parte dl equipo dl año en una revista tan prestigiosa como l'Equipe. Gracias a todos los q me han votado!,P,AGREEMENT,fútbol,train
1401,ID:151712196295000065,";-)))) Málaga, lugar preferido por los británicos para pasar sus vacaciones de verano http://t.co/ce5tc4Ei via @elmundoes",P,AGREEMENT,otros,train
1402,ID:151717416639004673,"Hoy he terminado el libro de Joan Piqué ""DUES VIDES"" muy bueno, lo recomiendo 100x100. Felicitats Joan!!!",P,AGREEMENT,literatura,train
1404,ID:151736322858561536,De Guindos cifra en 4.000 millones de euros el ajuste que el gobierno presentará este viernes. @TelediarioInter 20:30,P,AGREEMENT,economía,train
1405,ID:151736912992935936,"@ristomejide Que envidia Risto, solo recibes muestras de cariño ;)Feliz año nuevo! (ya sabes que voy siempre a la vanguardia)",P,AGREEMENT,entretenimiento,train
1406,ID:151737088923017216,Currin amenazó a Rajoy con echarle a la opinión pública encima si no continuaba con el proceso de paz. @TelediarioInter 20:30,N,AGREEMENT,política,train
1409,ID:151759300950376448,La subida del precio de los alimentos acorrala a los más pobres de Pakistán http://t.co/5LVStBLS,N,AGREEMENT,economía,train
1410,ID:151760673163059200,La Diputación redescubre un mural del pintor Francisco Hernández que llevaba 12 años oculto http://t.co/iBGbSHSf,P,AGREEMENT,otros,train
1411,ID:151761236160299008,"Si, si... Pero sabemos jugar?.. Es que soy muy patoso, de verdad. RT @macasanzlucero1: (cont) http://t.co/EQSaNvYH",P,AGREEMENT,otros,train
1412,ID:151761437616910336,Gracias a todos por el apoyo de la gala... Para mi el premio es veros tan ilusionados con el nuevo álbum #mio  no hay premio mas grande;-),P,AGREEMENT,música,train
1415,ID:151763522261483520,Un año para la unidad y la concordia http://t.co/rbLqNJrW,P,AGREEMENT,política,train
1416,ID:151764450968473600,“@Leticia_Iove: @David_Busta cumpli años el 21 pero aun estás a tiempo si me quieres felicitar jeje besazo”FELICIDADES!!!;-),P,AGREEMENT,otros,train
1417,ID:151765993289551872,“@albiitabr: @David_Busta si marcas un gol como piensas celebrarlo?”CON UN MORTAL PARA ATRÁS! por supuesto!!!???,P,AGREEMENT,música,train
1418,ID:151779710521720832,Para no mezclarlo con las inocentadas adelantaré nuestro anuncio aquí en Twitter dentro de media hora.,P,AGREEMENT,tecnología,train
1420,ID:151791442929532928,"Unos aprovechan la crisis para justificar el recorte y la privatización de servicios públicos, y otras para la desregulación de la economía",N,AGREEMENT,economía,train
1421,ID:151813799270301698,"“@Feer_Na: @Marbe_fl @eldiscotve @David_Busta DESDE MEXICO TAMBIEN LO APOYAMOS MUCHO!! me encanta ""MIO""”GRACIAS!",P,AGREEMENT,otros,train
1422,ID:151817710274228226,Muchas felicidades a @pabloalboran !,P,AGREEMENT,otros,train
1423,ID:151902708872388608,Buenos días inocentes todos! Así amanece Madrid: http://t.co/8VAm4lYt,P,AGREEMENT,otros,train
1424,ID:151922891909369857,RT @virginialunab: Hoy no digo buenos días. No puedo. En Marchena nueva víctima de la violencia de género. El machismo mata,N,AGREEMENT,otros,train
1426,ID:151956888966275073,Feliz día de los INOCENTES !!!!! Algunos habéis picado !!! Mi pelo sigue igual! Jaaaaaaa!!!!!,P,AGREEMENT,otros,train
1427,ID:151958022716014592,Una de las personas con las que mas me gustó hablar ayer en el Congreso: El gran Gistau. Y me contó xq ya no anda por aquí...,P,AGREEMENT,política,train
1428,ID:151976027424436225,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @atorrem,P,AGREEMENT,otros,train
1429,ID:151982494374301696,"Inauguramos el yacim arqueológ ""huerta Montero"", en Almendralejo... Legado dl calcolítico q llega hasta nuestrs días",P,AGREEMENT,otros,train
1433,ID:151992004719542272,Es verdad que suena un poco a coña hacer públicas las cuentas de la Casa Real el día de los inocentes.,N,AGREEMENT,economía,train
1434,ID:151992072696631296,Feliz día de los inocentes http://t.co/xOkqTzSZ,P,AGREEMENT,otros,train
1436,ID:151998442913284096,Seria buena idea. Se lo dirE a Iker RT @Chary_Esencia: subastareis las camisetas @AlejandroSanz ? (cont) http://t.co/uUBVcex7,P,AGREEMENT,otros,train
1437,ID:152000527713042432,28 de Diciembre y 18 grados en Malaga . Una delicia vivir aquí ;-)),P,AGREEMENT,otros,train
1438,ID:152002128024580096,"Recopilación de 55 libros gratis sobre comunicación, marketing y social media http://t.co/0Q6xYejM via @NuEmprendedores @SergioJValera",P,AGREEMENT,literatura,train
1439,ID:152009747120406528,Con mi dentista carlos de la clinica font d'en fargas que me esta dejando la boca muy bien http://t.co/ZnjT29Eu,P,AGREEMENT,otros,train
1440,ID:152015904400613376,Ya camino a Madrid.. Que nervios.. Juego fataaaaaaaallll... Iker @#¥&gt;“%@,N,AGREEMENT,otros,train
1441,ID:152017558994825217,Ahí t e va cuatacho RT @DannielFK: Heeey @AlejandroSanz dame un RT te admiro saludos desde #TabascoMexico,P,AGREEMENT,otros,train
1442,ID:152018567645241344,"""...cuentas bancarias que había aperturado"" dice un portavoz policial en la radio #horror",N,AGREEMENT,economía,train
1443,ID:152021199906545664,Diooooos Santiago Segura va en mi equipo.. Creo que ahora si.. Puedo confirmar que serâ un desastre,N,AGREEMENT,otros,train
1444,ID:152022798351601664,"critica, no. Recomendación. “@teresaje57: @Buenafuente no sabía que hacías crítica de espectáculos. Me ha encantado el de Concha Velasco.”",P,AGREEMENT,otros,train
1445,ID:152033831858356224,"Congelar un salario mínimo de miseria no es austeridad, es ensañamiento con los débiles en favor de los fuertes:  Ley del embudo.",N,AGREEMENT,economía,train
1447,ID:152043124263354368,Arenas: Es cínico que la Junta aplauda 8 años a ZP y en 7 días critique a Rajoy http://t.co/zJPknJrb via @elmundoes,N,AGREEMENT,política,train
1449,ID:152045414428848129,El Congreso manda una advertencia a los fotógrafos por e-mail: si sacan fotos indebidas se les retirará la acreditación un año máximo,N,AGREEMENT,tecnología,train
1450,ID:152059834408247296,Mañana  con los militantes de Plasencia a mediodía y por la tarde en La Albuera y Olivenza. Ayer en La Coronada fue una reunión entrañable.,P,AGREEMENT,política,train
1451,ID:152065260524810240,"Por fin, confirmado, la merendilla d #merendolatuitera será un heladito, gentileza de mis helados favoritos de todos los tiempos Hagen Dazs!",P,AGREEMENT,otros,train
1452,ID:152078026664976384,En el @TelediarioInter 20:30 estaremos en directo en la manifestación provoida frente a Dator.,N,AGREEMENT,entretenimiento,train
1453,ID:152083758122668034,Espero que lo sea....hala madrid!!!!!  Tengo muchos amigos catalanes abrazos para todos,P,AGREEMENT,fútbol,train
1454,ID:152084446944837632,Grecia;  el Gobiefno nuevo no es capaz de mantener compromisos.  http://t.co/hP9RBW1s,N,AGREEMENT,política,train
1455,ID:152101079050485761,"Estas Navidades @MarquesDVizhoja ha sido el protagonista d todas las comidas,cenas,villancicos y risas!besos y gracias por los buenos ratos!",P,AGREEMENT,otros,train
1456,ID:152103196788142080,Los cuatro ases de la marca personal online http://t.co/KSTl2j5E,P,AGREEMENT,otros,train
1459,ID:152105755548467200,RT @cosechadel66: Los 10 trailers más vistos del año. Un par de minutos para triunfar http://t.co/iC4yuLaJ,P,AGREEMENT,cine,train
1460,ID:152112042294259712,"Alucino en colores. La FAPE dice que publicar la foto del móvil de Rubal fue ""éticamente reprobable"". ¿A quién sirven esos periodistas?",N,AGREEMENT,política,train
1461,ID:152112146484957185,"El gran @Guaje7Villa ya está aquí! Bienvenido al Twitter, un abrazo!!",P,AGREEMENT,fútbol,train
1462,ID:152112964885942273,Tomé la decisión de publicar esa foto y mil veces lo haría desde la ética de la libertad. Era lícita y era relevante. ¿No hice bien?,P,AGREEMENT,política,train
1463,ID:152115682589417473,Vuelvo a aplaudir la foto de @cuellarr a rubalcaba en el congreso. Información,P,AGREEMENT,política,train
1464,ID:152117535007965184,"Jajajja! RT @AlbertoPereiro Ahí teneis la cara de Iker. Un poema! ""Parece que me he peleado con Rocky Balbao"" dice.... http://t.co/FjEIwQ0O",N,AGREEMENT,fútbol,train
1465,ID:152124937916792833,dónde lo has mandado?“@pilarmontero6:  y ls mail xk no ls respndes? Cntrata a alguien aunke sea...@guillermovara o ibarra eran + accesibles”,N,AGREEMENT,tecnología,train
1466,ID:152127941856346112,"Es salud... Aunq hay poco tiempo “@Goyi_64: Y tu que estás estupendo para poder jugar, eso deberíamos hacer todos, ejercicio”",P,AGREEMENT,deportes,train
1467,ID:152130903416651777,prefiero Ribera del Guadiana ;-)“@Boalkay: Hacer proyectos con una copa de Oporto en la mano es otra historia... :)”,P,AGREEMENT,otros,train
1468,ID:152133751877541888,#Chacón defiende que las primarias del @PSOE se abran a los simpatizantes http://t.co/zTeitofl,P,AGREEMENT,política,train
1470,ID:152174712632512512,"RT @90mn90d: ""El HAMBRE no es contagiosa y por eso nadie se preocupa de curarla"" José Esquinas en @3500M http://t.co/i7GM0Ybv  preocupad ...",N,AGREEMENT,otros,train
1472,ID:152226452987850754,Aparentemente muchos recibieron D regalo #YO en estas fiestas!Q bien Q lo esten disfrutando!X usTds sigue en ls listas D popularidad GRACIAS,P,AGREEMENT,música,train
1473,ID:152277027058233345,El informe chapuza contra EM demuestra que los letrados de las Cortes ya no son lo que eran. Pero lo que clama al cielo es lo de la FAPE.,N,AGREEMENT,política,train
1474,ID:152287685338349569,"Buenos días. Cuando despertaron, los problemas seguían ahí. Y ellos, con resaca.",N,AGREEMENT,otros,train
1475,ID:152307215045369857,#fb El ministro del Interior anuncia en @OndaCero_es que volverá a existir la Direccion Gneral de Policía y la Direccion Genral de G. Civil,P,AGREEMENT,entretenimiento,train
1476,ID:152308516391096321,RT en  @OndaCero_es “@A3Noticias: Interior suprimirá el mando común de la Policía y la Guardia Civil http://t.co/h3hnXsF4”,N,AGREEMENT,entretenimiento,train
1477,ID:152312793511624704,Ahí está. Imputan a Iñaki Urdangarin por sus negocios en el Instituto Nóos http://t.co/2F2Rg3TE vía @elmundoes,N,AGREEMENT,política,train
1479,ID:152326723122380800,El volcán de #ElHierro vuelve a emitir material fino y humeante http://t.co/WEKn98A5 vía Ins. Geográfico Nacional,N,AGREEMENT,otros,train
1480,ID:152329968515424256,"Si si, ya se, es ""pensadlo"" y asi lo he puesto. Pero me ha saltado el corrector....y no me he dado cuenta. Perdón.",N,AGREEMENT,otros,train
1481,ID:152339101432033280,Menéame (si quieres): La modestia del ministro Morenés http://t.co/wYKQUGOU,N,AGREEMENT,política,train
1482,ID:152349392739901441,"Enhorabuena, Carlos “@CarlosJG: Ya me lió @pedroj_ramirez Ya estoy abonado a Orbyt por 99 € un año.”",P,DISAGREEMENT,otros,train
1483,ID:152352041044422656,"Hoy presenta su candidatura a SG del PSOE Alfredo Pérez Rubalcaba, hoy explico en @el_pais las razones de mi apoyo http://t.co/0m6VGW2i",P,AGREEMENT,política,train
